series title,series number,series dates,subseries number,subseries title,subseries dates,file id,file title,file dates,extent,physdesc,internal only,restrictions,conditions governing access,scopecontent,note1,note2,instance type,container 1 type,container 1 number,container 2 type,container 2 number,container 3 type,container 3 number,geogname,geogname_source,corpname,corpname_source,famname,famname_source,name,name_source,persname,persname_source,subject,subject_source
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 10a Board of Hospitals (New York City Dept. of Hospitals) 1950-1952 (file 1 of 2),1950-1952 ,,,,,,,,,Microform,Reel,8,Box,I 28,Folder,10a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 10b Board of Hospitals (New York City Dept. of Hospitals) 1950-1952 (file 2 of 2),1950-1952 ,,,,,,,,,Microform,Reel,8,Box,I 28,Folder,10b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 Chamber of Commerce (New York State) 1947-1948,1947-1948,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 Christmas Cards 1947-1951,1947-1951,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 Christmas Lists 1947-1952,1947-1952,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 Circus Saints and Sinners 1948-1949,1948-1949,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5a Civilian Orientation Conference - Ft. Benning GA 1951-1952 (file 1 of 2),1951-1952 ,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,5a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5b Civilian Orientation Conference - Ft. Benning GA 1951-1952 (file 2 of 2),1951-1952 ,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,5b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 Colonial Williamsburg 1947-1949,1947-1949,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7 Common Council for American Unity 1948-1952,1948-1952,,,,,,,,,Microform,Reel,8,Box,I 29,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8a Contributions 1947-1952 (file 1 of 3),1947-1952 ,,,,,,,,,Microform,Reel,9,Box,I 29,Folder,8a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8b Contributions 1947-1952 (file 2 of 3),1947-1952 ,,,,,,,,,Microform,Reel,9,Box,I 29,Folder,8b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8c Contributions 1947-1952 (file 3 of 3),1947-1952 ,,,,,,,,,Microform,Reel,9,Box,I 29,Folder,8c,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 Crank Letters 1947-1952,1947-1952,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 Davies Marion 1949-1951,1949-1951,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 Dewey Thomas E. 1946-1948,1946-1948,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 Dorfman Charles 1950-1952,1950-1952,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5a Employees 1947-1952 (file 1 of 2),1947-1952 ,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,5a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5b Employees 1947-1952 (file 2 of 2),1947-1952 ,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,5b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 Fan Letter 1947-1952,1947-1952,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7 Financial: General Matters 1952,1952,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8 Gaito Joseph Jr. 1946-1949,1946-1949,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 9 Granger Lester 1948-1952,1948-1952,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,9,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 10 Gullett (Mrs.) Geneva 1948-1950,1948-1950,,,,,,,,,Microform,Reel,9,Box,I 30,Folder,10,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 Hamlin (Mrs.) Chrystal 1948-1949,1948-1949,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 Harvard School of Public Health 1951-1952,1951-1952,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 Hatch Don 1947-1951,1947-1951,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 Heny Carlos 1947-1949,1947-1949,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 Humble Oil Company 1948,1948,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 Hunterdon Medical Center 1949-1952,1949-1952,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7a Industrial Relations Counselors Inc. 1948-1952 (file 1 of 2),1948-1952 ,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,7a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7b Industrial Relations Counselors Inc. 1948-1952 (file 2 of 2),1948-1952 ,,,,,,,,,Microform,Reel,9,Box,I 31,Folder,7b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8 International Basic Economy Corporation 1947 1951,"1947, 1951",,,,,,,,,Microform,Reel,9,Box,I 31,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 9 International Basic Economy Corporation 1947 1951,"1947, 1951",,,,,,,,,Microform,Reel,9,Box,I 31,Folder,9,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1a Kress R. H. 1947-1952 (file 1 of 2),1947-1952 ,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,1a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1b Kress R. H. 1947-1952 (file 2 of 2),1947-1952 ,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,1b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2a Loomis 1947-1952 (file 1 of 2),1947-1952 ,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,2a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2b Loomis 1947-1952 (file 2 of 2),1947-1952 ,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,2b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 McLean Ethel 1947-1952,1947-1952,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 Medical Care and Research 1948-1952,1948-1952,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 Memberships Awards etc. 1947-1952,1947-1952,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 Military Training Camps Association 1948-1952,1948-1952,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7 National Committee for Health Improvement 1949-1951,1949-1951,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8 National Defense 1948-1952,1948-1952,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 9 National Fund for Medical Education Inc. 1949-1952,1949-1952,,,,,,,,,Microform,Reel,10,Box,I 32,Folder,9,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1a National Urban League 1947-1948 (file 1 of 3),1947-1948 ,,,,,,,,,Microform,Reel,10,Box,I 33,Folder,1a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1b National Urban League 1947-1948 (file 2 of 3),1947-1948 ,,,,,,,,,Microform,Reel,10,Box,I 33,Folder,1b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1c National Urban League 1947-1948 (file 3 of 3),1947-1948 ,,,,,,,,,Microform,Reel,10,Box,I 33,Folder,1c,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2a National Urban League 1949-1950 (file 1 of 3),1949-1950 ,,,,,,,,,Microform,Reel,10,Box,I 33,Folder,2a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2b National Urban League 1949-1950 (file 2 of 3),1949-1950 ,,,,,,,,,Microform,Reel,10,Box,I 33,Folder,2b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2c National Urban League 1949-1950 (file 3 of 3),1949-1950 ,,,,,,,,,Microform,Reel,10,Box,I 33,Folder,2c,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3a National Urban League 1951-1952 (file 1 of 3),1951-1952 ,,,,,,,,,Microform,Reel,11,Box,I 33,Folder,3a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3b National Urban League 1951-1952 (file 2 of 3),1951-1952 ,,,,,,,,,Microform,Reel,11,Box,I 33,Folder,3b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3c National Urban League 1951-1952 (file 3 of 3),1951-1952 ,,,,,,,,,Microform,Reel,11,Box,I 33,Folder,3c,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 New England Society 1948-1951,1948-1951,,,,,,,,,Microform,Reel,11,Box,I 34,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 New York Office 1947-1949 1952,"1947-1949, 1952",,,,,,,,,Microform,Reel,11,Box,I 34,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3a New York University - Bellevue Medical Center 1947-1952 (file 1 of 3),1947-1952 ,,,,,,,,,Microform,Reel,11,Box,I 34,Folder,3a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3b New York University - Bellevue Medical Center 1947-1952 (file 2 of 3),1947-1952 ,,,,,,,,,Microform,Reel,11,Box,I 34,Folder,3b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3c New York University - Bellevue Medical Center 1947-1952 (file 3 of 3),1947-1952 ,,,,,,,,,Microform,Reel,11,Box,I 34,Folder,3c,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 Pacific War Memorial 1948-1951,1948-1951,,,,,,,,,Microform,Reel,11,Box,I 34,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 Palompon Church (Leyte Phillipines) 1952,1952,,,,,,,,,Microform,Reel,11,Box,I 34,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 Peacock Brothers Diestributing Co. 1948-1952,1948-1952,,,,,,,,,Microform,Reel,11,Box,I 35,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 Plate Anna M. 1947-1952,1947-1952,,,,,,,,,Microform,Reel,11,Box,I 35,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 Pocantico Hills Tarrytown etc.,,,,,,,,,,Microform,Reel,11,Box,I 35,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 Politics 1947-1949 1952,"1947-1949, 1952",,,,,,,,,Microform,Reel,11,Box,I 35,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5a Public Education Association 1947-1952 (file 1 of 2),1947-1952 ,,,,,,,,,Microform,Reel,11,Box,I 35,Folder,5a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5b Public Education Association 1947-1952 (file 2 of 2),1947-1952 ,,,,,,,,,Microform,Reel,11,Box,I 35,Folder,5b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6a Requests Personal etc. 1947-1952 (file 1 of 2),1947-1952 ,,,,,,,,,Microform,Reel,12,Box,I 35,Folder,6a,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6b Requests Personal etc. 1947-1952 (file 2 of 2),1947-1952 ,,,,,,,,,Microform,Reel,12,Box,I 35,Folder,6b,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7 Resumes (Personnel Marketing Service) 1949,1949,,,,,,,,,Microform,Reel,12,Box,I 35,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8 Revici (Dr. ) Emanuel 1951-1952,1951-1952,,,,,,,,,Microform,Reel,12,Box,I 35,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 9 Rockefeller Brothers Meetings 1947-1951,1947-1951,,,,,,,,,Microform,Reel,12,Box,I 35,Folder,9,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 10 Rockefeller Brothers Inc. 1947-1950,1947-1950,,,,,,,,,Microform,Reel,12,Box,I 35,Folder,10,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 Rockefeller Brothers Co. 1947,1947,,,,,,,,,Microform,Reel,12,Box,I 36,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 Rockefeller Brothers Fund: Annual Meeting 1948,1948,,,,,,,,,Microform,Reel,12,Box,I 36,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 Rockefeller Brothers Fund: Annual Meeting 1949,1949,,,,,,,,,Microform,Reel,12,Box,I 36,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 Rockefeller Brothers Fund: Annual Meeting 1950,1950,,,,,,,,,Microform,Reel,12,Box,I 36,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 Rockefeller Center Inc. 1950,1950,,,,,,,,,Microform,Reel,12,Box,I 36,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 Letters to JDR Jr. and AAR 1947-1952,1947-1952,,,,,,,,,Microform,Reel,12,Box,I 36,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 WR: 1947-1948 Saud King Ibn - Saudi Arabia,1947-1948 ,,,,,,,,,Microform,Reel,12,Box,I 37,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 WR: 1951-1952 (1720 Tower Building) 770 Park Avenue,1951-1952 ,,,,,,,,,Microform,Reel,12,Box,I 37,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 WR: 1947-1952 (Irby) Seventy-Seventh Division,1947-1952 ,,,,,,,,,Microform,Reel,12,Box,I 37,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 WR Subject File: 1947-1951,1947-1951,,,,,,,,,Microform,Reel,13,Box,I 37,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 WR: 1951 (Irby) South Valley Project,1951 ,,,,,,,,,Microform,Reel,13,Box,I 37,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 WR: 1947-1952 Speeches,1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 37,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7 WR: 1947-1948 (Irby) State (N.Y.) Commission Against Discrimination,1947-1948 ,,,,,,,,,Microform,Reel,13,Box,I 37,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8 WR: 1947-1952 (Irby) Sylvan William C. (and family),1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 37,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 WR: 1947-1948 (Irby) Taylor John H. (WR loan to army buddy),1947-1948 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 WR Subject File: 1948 Teenager Hospital Auxiliary,1948 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 WR Subject File: 1949 Trips (Burgundy),1949 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 WR Subject File: 1948-1949 U.B.M.C. (Universal Business Machines Corporation),1948-1949 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 WR: 1950-1952 (Irby) United Hospital Fund of New York,1950-1952 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 WR: 1947 1951 (Irby) Universal Military Training,"1947, 1951 ",,,,,,,,,Microform,Reel,13,Box,I 38,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7 WR Subject File: 1947-1949 Veterans - General,1947-1949 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 8 WR: 1948-1949 (Irby) Way Stacy,1948-1949 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 9 WR Subject File: 1949 Wedding Anniversary Cards,1949 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,9,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 10 WR Subject File: 1947-1952 Yale,1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,10,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 11 WR: 1947-1949 (Irby) Yandell Ken - ESSO Standard,1947-1949 ,,,,,,,,,Microform,Reel,13,Box,I 38,Folder,11,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 WR Personal: 1947-1952 A-B,1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 39,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 WR: 1948-1952 (Irby) Andrade C. (Dick),1948-1952 ,,,,,,,,,Microform,Reel,13,Box,I 39,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 WR: 1947-1952 (Irby) Broun Philip H.,1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 39,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 WR Personal: 1947-1952 C-D,1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 39,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 WR Personal: 1947-1952 E-G,1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 39,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 6 WR: 1947-1952 (Irby) E. E. (Buddy) Fogelson,1947-1952 ,,,,,,,,,Microform,Reel,13,Box,I 39,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 7 WR: 1947-1952 (Irby) Gaxton Wm. and Madeline,1947-1952 ,,,,,,,,,Microform,Reel,14,Box,I 39,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 WR Personal: 1947-1952 H-K,1947-1952 ,,,,,,,,,Microform,Reel,14,Box,I 40,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 WR Personal: 1947-1952 L-M,1947-1952 ,,,,,,,,,Microform,Reel,14,Box,I 40,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 WR Personal: 1951-1952 Mullen (Ruth Ann),1951-1952 ,,,,,,,,,Microform,Reel,14,Box,I 40,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 WR Personal: 1949-1952 N-R,1949-1952 ,,,,,,,,,Microform,Reel,14,Box,I 40,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 1 WR: 1947-1950 (Irby) Packard Arthur A.,1947-1950 ,,,,,,,,,Microform,Reel,14,Box,I 41,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 2 WR Personal: 1947-1952 S,1947-1952 ,,,,,,,,,Microform,Reel,14,Box,I 41,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 3 WR: 1947-1952 (Irby) Schiller Claire,1947-1952 ,,,,,,,,,Microform,Reel,14,Box,I 41,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 4 WR Personal: 1947-1952 T-Z,1947-1952 ,,,,,,,,,Microform,Reel,14,Box,I 41,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.4,General Correspondence,1947-1952,,File 5 WR Personal: 1947-1952 Wibault Marie,1947-1952 ,,,,,,,,,Microform,Reel,14,Box,I 41,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 1 AAR - Undated Letters to WR,undated,,,,,,,,,Microform,Reel,14,Box,I 42,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 2 AAR - Letters to WR 1936-1948,1936-1948,,,,,,,,,Microform,Reel,14,Box,I 42,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 3 AAR - Watersoaked Letters to WR 1944-1945,1944-1945,,,,,,,,,Microform,Reel,15,Box,I 42,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 1 AAR - Letters to WR 1920-1937,1920-1937,,,,,,,,,Microform,Reel,15,Box,I 43,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 2 AAR - Copies of Letters to WR 1921-1947,1921-1947,,,,,,,,,Microform,Reel,15,Box,I 43,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 3 AAR - Letters of Condolence to WR 1948,1948,,,,,,,,,Microform,Reel,15,Box,I 43,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 4 AAR - (Jewelry (lists and pictures),,,,,,,,,,Microform,Reel,15,Box,I 43,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 5 AAR - Memorial Window Union Church Potantico Hills NY 1956,1956,,,,,,,,,Microform,Reel,15,Box,I 43,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 6 AAR - Mary Ellen Chase book,,,,,,,,,,Microform,Reel,15,Box,I 43,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 1 Rockefeller Family Correspondence - A.A.R. (Will) 1947,1947,,,,,,,,,Microform,Reel,15,Box,I 44,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 2 AAR 1953-1945 Letters to AAR and JDR Jr. from WR,1953-1945 ,,,,,,,,,Microform,Reel,16,Box,I 44,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 3 Rockefeller Family Correspondence - Martha B. 1953-1960,1953-1960,,,,,,,,,Microform,Reel,16,Box,I 44,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.5,Rockefeller Family Correspondence,,,File 4 Rockefeller Family Correspondence - J.D.R. Condolences 1937,1937,,,,,,,,,Microform,Reel,16,Box,I 44,Folder,4,,,,,,,,,,,,
